3.872249984741210938e+01,3.971250152587890625e+01,3.855749893188476562e+01,3.947999954223632812e+01,3.827752304077148438e+01,1.481588000000000000e+08
3.599499893188476562e+01,3.643000030517578125e+01,3.550000000000000000e+01,3.554750061035156250e+01,3.446480178833007812e+01,3.652488000000000000e+08
3.613249969482421875e+01,3.713750076293945312e+01,3.595000076293945312e+01,3.706499862670898438e+01,3.593607711791992188e+01,2.344284000000000000e+08
3.717499923706054688e+01,3.720750045776367188e+01,3.647499847412109375e+01,3.698249816894531250e+01,3.585609436035156250e+01,2.191112000000000000e+08
3.738999938964843750e+01,3.795500183105468750e+01,3.713000106811523438e+01,3.768750000000000000e+01,3.653961944580078125e+01,1.641012000000000000e+08
3.782249832153320312e+01,3.863249969482421875e+01,3.740750122070312500e+01,3.832749938964843750e+01,3.716012573242187500e+01,1.803964000000000000e+08
3.812500000000000000e+01,3.849250030517578125e+01,3.771500015258789062e+01,3.845000076293945312e+01,3.727890014648437500e+01,1.431228000000000000e+08
3.822000122070312500e+01,3.842499923706054688e+01,3.787749862670898438e+01,3.807249832153320312e+01,3.691289138793945312e+01,1.080928000000000000e+08
3.771250152587890625e+01,3.781750106811523438e+01,3.730500030517578125e+01,3.750000000000000000e+01,3.635782623291015625e+01,1.297568000000000000e+08
3.756750106811523438e+01,3.834749984741210938e+01,3.751250076293945312e+01,3.826750183105468750e+01,3.710195922851562500e+01,1.148436000000000000e+08
3.827000045776367188e+01,3.897000122070312500e+01,3.825000000000000000e+01,3.873500061035156250e+01,3.755522155761718750e+01,1.222788000000000000e+08
3.854999923706054688e+01,3.941500091552734375e+01,3.831499862670898438e+01,3.896500015258789062e+01,3.777821350097656250e+01,1.192848000000000000e+08
3.937500000000000000e+01,3.947000122070312500e+01,3.899499893188476562e+01,3.920500183105468750e+01,3.801089477539062500e+01,1.350040000000000000e+08
3.910250091552734375e+01,3.918249893188476562e+01,3.815499877929687500e+01,3.832500076293945312e+01,3.715770339965820312e+01,1.215760000000000000e+08
3.853749847412109375e+01,3.878499984741210938e+01,3.792499923706054688e+01,3.847999954223632812e+01,3.730798339843750000e+01,9.252240000000000000e+07
3.852750015258789062e+01,3.861999893188476562e+01,3.793500137329101562e+01,3.817499923706054688e+01,3.701227569580078125e+01,1.017660000000000000e+08
3.886999893188476562e+01,3.953250122070312500e+01,3.858000183105468750e+01,3.943999862670898438e+01,3.823873519897460938e+01,1.341420000000000000e+08
3.894749832153320312e+01,3.908250045776367188e+01,3.841500091552734375e+01,3.907500076293945312e+01,3.788485717773437500e+01,1.047684000000000000e+08
3.906250000000000000e+01,3.953250122070312500e+01,3.852750015258789062e+01,3.866999816894531250e+01,3.749219131469726562e+01,1.663488000000000000e+08
4.081250000000000000e+01,4.153749847412109375e+01,4.005749893188476562e+01,4.131250000000000000e+01,4.005420303344726562e+01,2.444392000000000000e+08
4.152750015258789062e+01,4.225000000000000000e+01,4.113999938964843750e+01,4.161000061035156250e+01,4.034265136718750000e+01,1.629584000000000000e+08
4.174000167846679688e+01,4.224499893188476562e+01,4.148249816894531250e+01,4.163000106811523438e+01,4.036204147338867188e+01,1.306724000000000000e+08
4.185250091552734375e+01,4.291500091552734375e+01,4.181999969482421875e+01,4.281250000000000000e+01,4.150852203369140625e+01,1.259820000000000000e+08
4.321500015258789062e+01,4.377000045776367188e+01,4.308750152587890625e+01,4.354499816894531250e+01,4.221871566772460938e+01,1.444064000000000000e+08
4.366249847412109375e+01,4.389250183105468750e+01,4.321250152587890625e+01,4.356000137329101562e+01,4.223325729370117188e+01,1.129584000000000000e+08
4.309999847412109375e+01,4.348500061035156250e+01,4.258499908447265625e+01,4.273500061035156250e+01,4.143338394165039062e+01,1.269668000000000000e+08
4.224750137329101562e+01,4.266500091552734375e+01,4.210499954223632812e+01,4.260250091552734375e+01,4.148205947875976562e+01,9.528000000000000000e+07
4.276250076293945312e+01,4.280250167846679688e+01,4.231250000000000000e+01,4.235749816894531250e+01,4.124350738525390625e+01,8.397360000000000000e+07
4.252500152587890625e+01,4.275000000000000000e+01,4.242499923706054688e+01,4.272249984741210938e+01,4.159891128540039062e+01,8.913400000000000000e+07
4.284749984741210938e+01,4.311999893188476562e+01,4.247999954223632812e+01,4.254499816894531250e+01,4.142607879638671875e+01,8.996080000000000000e+07
